Project Name,Owner,Developer,TCAD ID,Address,Zip Code,Council District,Kirwan Opportunity Index,Distance to Bus Stop,Total Units,Total Affordable Units,Unit Type,Program,Housing Type,Status,Affordability Start Date,Affordability Period,Affordability Expiration Date,Certification Date,C. of O. Date,Required Amount of Fee in Lieu,Date Fee in Lieu Received,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Units <= 100% MFI,Market Rate Units,City Funded Amount,% of Funds Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
Block on 25th East,CWS Capital Partners LLC,CWS Capital Partners LLC,,702 W 25th Street,78705,9,High,1/4 Mile,87,9,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/17/2008,15,10/17/2023,04/07/2006,10/17/2008,$58345.00,08/15/2008 12:00:00 AM,0,0,0,0,0,9,0,78,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.289579527105602, -97.745159088506099)"
Galileo,"Udorn Thani Land Development, LLC","Udorn Thani Land Development, LLC",,2501 San Gabriel Street,78705,9,Moderate,1/4 Mile,47,5,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/22/2008,15,10/22/2023,09/12/2006,10/22/2008,$29390.00,08/20/2008 12:00:00 AM,0,0,0,0,0,5,0,42,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.289639994558499, -97.747349341382204)"
Grand Marc at 26th,"PPC Land Ventures, Inc.","PPC Land Ventures, Inc.",,510 W 26th Street,78705,9,Very High,1/4 Mile,134,13,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,01/18/2013,15,01/18/2028,10/25/2010,01/18/2013,$54638.00,06/21/2012 12:00:00 AM,0,0,0,0,0,13,0,121,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.2909986770952, -97.742571347485793)"
San Pedro Flats,"2708 San Pedro, LLC","2708 San Pedro, LLC",,2708 San Pedro Street,78705,9,Very Low,1/4 Mile,10,1,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,02/05/2014,15,02/05/2029,03/19/2007,02/05/2014,$6829.00,03/04/2014 12:00:00 AM,0,0,0,0,0,1,0,9,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.293152441582599, -97.745987143881806)"
Regents at 26th,"West Campus 26th, L.P.","West Campus 26th, L.P.",,900 W 26th Street,78705,9,Very High,1/4 Mile,139,14,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/25/2013,15,10/25/2028,12/03/2007,10/25/2013,$0.00,,0,0,0,0,0,14,0,125,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.29099695188, -97.746494487315701)"
Texan 26th,"Texan Properties, LLC","Texan Properties, LLC",206098,1009 W 26th Street,78705,9,Very High,1/4 Mile,53,5,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,11/03/2015,15,11/03/2030,01/07/2013,11/03/2014,$36075.50,11/04/2014 12:00:00 AM,0,0,0,0,0,5,0,48,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.290589271438101, -97.748175299340403)"
21 Rio,"2101 Rio Grande Property Owner, LLC","2101 Rio Grande Property Owner, LLC",203695,2101 Rio Grande Street,78705,9,Moderate,1/4 Mile,299,30,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,08/28/2009,15,08/28/2024,11/16/2005,08/28/2009,$78333.00,10/01/2009 12:00:00 AM,0,0,0,0,0,30,0,269,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.284216199259099, -97.744742765806393)"
The Quarters at Bandera House,"West Campus Partners III, LP","West Campus Partners III, LP",891242,2215 Rio Grande Street,78705,9,Very Low,1/4 Mile,155,16,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,01/31/2014,15,01/31/2029,07/26/2007,01/31/2014,$60209.00,06/26/2012 12:00:00 AM,0,0,0,0,0,16,0,139,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.286451121088799, -97.744613045018497)"
Crest at Pearl,"LMI Pearl Apartment Homes, LLC","LMI Pearl Apartment Homes, LLC",,706 Martin Luther King Jr Bouelvard,78705,9,High,1/4 Mile,141,28,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,11/03/2014,40,11/03/1954,05/31/2012,05/29/2015,$0.00,,0,0,14,0,0,14,0,113,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.2832964183937, -97.746183194574002)"
507 W (fka Skyloft),23 Nueces LLC,23 Nueces LLC,,2211 Nueces Street,78705,9,Very Low,1/4 Mile,677,68,Multifamily,Developer Incentive,Rental,Site Plan Approved / Project Underway,,40,,07/11/2014,,,,0,0,0,68,0,0,0,609,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.2861941679053, -97.743540913411096)"
Texas Alpha House,Texas Alpha House of Phi Kappa Psi Fraternity,Texas Alpha House of Phi Kappa Psi Fraternity,,2501 Nueces Street,78705,9,Very High,1/4 Mile,17,2,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,12/11/2014,,,,0,0,0,2,0,0,0,15,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.289320761088199, -97.742774814844594)"
Villas on San Gabriel II,2410 San Gabriel LP,2410 San Gabriel LP,,2410 San Gabriel Street,78705,9,Very High,1/4 Mile,92,9,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,02/26/2015,,,,0,0,0,9,0,0,0,83,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.288843578537399, -97.747891930253203)"
Millenium,Austin Rainey ST D/E/P/LLC,Austin Rainey ST D/E/P/LLC,,91 Rainey Street,78721,9,Low,1/4 Mile,326,16,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,08/17/2016,40,08/17/1956,02/20/2014,08/17/2016,,,0,0,0,0,0,16,0,310,$0.00,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.260205393494001, -97.737929198095202)"
47 Rainey Street,"NGI-AU Skyhouse, LLC",NGI-AU Skyhouse LLC,,47 Rainey Street,78721,9,Very High,1/4 Mile,320,16,Multifamily,Developer Incentive,Rental,Affordability Period Expired,08/25/2014,1,08/25/2015,02/06/2012,08/25/2014,,,0,0,0,0,0,16,0,304,$0.00,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.256806423595702, -97.739173775392302)"
Antique Market,Ardent Residential,Ardent Residential,,5350 Burnet Road,78756,7,Very High,1/4 Mile,174,17,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,06/17/2010,40,06/17/1950,02/12/2008,06/17/2010,,,0,0,0,0,0,17,0,157,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.327582188450801, -97.740450007539195)"
Post South Lamar,"Post Properties, Inc.",Post Properties,,1500 S Lamar Boulevard,78704,5,High,1/4 Mile,298,30,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,04/03/2013,40,04/03/1953,03/13/2008,04/03/2013,,,0,0,0,0,0,30,0,268,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.252558168432301, -97.764525484152102)"
Hanover  South Lamar,South Lamar Apartments Limited Partnership,Hanover R.S. Limited Partnership,,809 S Lamar Boulevard,78704,5,High,1/4 Mile,116,12,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/31/2017,40,12/31/1957,07/03/2012,11/19/2015,,,0,0,0,12,0,0,0,104,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.257260862483299, -97.760172514349193)"
South Lamar Boulevard Mixed Use,Residences at the Spoke LLC,Residences at the Spoke LLC,,3101 S Lamar Boulevard,78704,5,Moderate,1/4 Mile,378,38,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/29/2014,40,12/29/1954,05/04/2012,12/29/2014,,,0,0,0,38,0,0,0,340,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.241613070026101, -97.784709686799303)"
South Lamar Plaza,Greystar Real Estate Partners,Greystar Real Estate Partners,,1100 S Lamar Boulevard,78704,5,High,1/4 Mile,441,44,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/16/2015,40,10/16/1955,02/06/2012,10/16/2015,,,0,0,0,44,0,0,0,397,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.255982052728299, -97.761856745555093)"
Camden Lamar Heights,Camden Property Trust,Camden Property Trust,,5400 N Lamar Boulevard,78756,7,Very High,1/4 Mile,314,31,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,03/04/2015,40,03/04/1955,01/04/2012,03/04/2015,,,0,0,0,0,0,31,0,283,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3221231908405, -97.729368009932799)"
UH 2100 San Antonio,US 2100 San Antonio LLC,UH 2100 San Antonio LLC,889962,2100 San Antonio Street,78705,9,Very High,1/4 Mile,504,50,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,04/01/2014,,$185085.00,05/16/2016 12:00:00 AM,0,0,0,50,0,0,0,454,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.284185359278801, -97.7431252465542)"
Burnet Marketplace Vertical Mixed Use Development,Llano Residential LP,Llano Residential LP,,6701 Burnet Road,78757,7,Very High,1/4 Mile,343,34,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,06/07/2016,40,06/07/1956,06/14/2013,06/07/2016,,,0,0,0,34,0,0,0,309,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3426431307462, -97.738003084653798)"
3110 S Congress,3110 S Congress LLC,3110 S Congress LLC,,3114 S Congress Boulevard,78704,3,Very High,1/4 Mile,20,2,Multifamily,Developer Incentive,Ownership,Project Certified / Loan Executed,,40,,03/28/2014,,,,0,0,0,0,0,1,1,18,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2314421424777, -97.759470637808803)"
Cielo South Lamar,Lamar Manchaca Residential LP,Lamar Manchaca Residential LP,,2717 S Lamar Boulevard,78704,5,Very High,1/4 Mile,327,33,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/09/2015,40,12/09/1955,04/30/2014,12/09/2015,,,0,0,0,0,0,33,0,294,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2441179932114, -97.781071602872998)"
Lamar at North Loop,"Madrone Ventures, LLC",Madrone Ventures LLC,,5210 N Lamar  Boulevard,78756,7,Low,1/4 Mile,209,21,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,12/15/2014,,,,0,0,0,21,0,0,0,188,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3202557149923, -97.730202945356595)"
Alexan East 6th Street,"AE6 Apartments, LLC",AE6 Apartments LLC,,2400 E 6th Street,78702,3,Very Low,1/4 Mile,208,21,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,04/28/2015,,,,0,0,0,0,0,21,0,187,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.259698282081501, -97.715706363395796)"
Corazon,"Corazon Urban MF-East, LP","Corazon Urban MF-East, LP",,1000 E 5th Street,78702,3,Very Low,1/4 Mile,332,35,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,04/17/2015,40,04/17/1955,04/17/2012,04/17/2015,$0.00,,0,0,0,35,0,0,0,297,$0.00,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.264345890037401, -97.7322610011026)"
Eastside Station (fka Saltillo Station),Flournoy Development,Flournoy Development,,1700 E 4th Street,78702,3,Very Low,1/4 Mile,332,51,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,08/23/2013,,,,0,0,51,0,0,0,0,281,$0.00,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.260851824126402, -97.725142886764502)"
Eastside Village,Transwestern Development Company,Transwestern,,1621 E 6th Street,78702,3,High,1/4 Mile,346,66,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,09/26/2014,,,,0,0,0,66,0,0,0,280,$0.00,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.262514610142599, -97.725487249493497)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/29/2016,15,08/29/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.237751529021001, -97.698059400823496)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,09/30/2016,15,09/30/2031,05/16/2012,,,,0,0,0,0,0,1,0,0,$77167.64,1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.237887327857798, -97.698530671994504)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,03/11/2011,10,03/11/2021,02/21/2007,01/31/2011,,,0,0,0,0,0,1,0,0,$130000.00,318.77%,No,No,No,No,No,No,Yes,No,No,No,"(30.2310413579442, -97.690661168295094)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,11/06/2009,10,11/06/2019,02/21/2007,12/10/2008,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230618557337799, -97.690821760494799)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/15/2010,10,10/15/2020,02/21/2007,05/05/2010,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230831948434201, -97.690456048389095)"
East 4th Street Apartments,JCI Residential,JCI Residential,191902,1401 E 4th Street,78702,3,Very Low,1/4 Mile,27,3,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,08/27/2014,40,08/27/1954,05/25/2012,08/27/2014,,,0,0,0,3,0,0,0,24,$0.00,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.2616192174149, -97.729244445336903)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/03/2008,10,10/03/2018,02/21/2007,08/26/2008,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230530773833301, -97.690391599766798)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,03/21/2014,10,03/21/2024,03/29/2010,11/15/2013,,,0,0,0,0,0,1,0,0,$160000.00,219.63%,No,No,No,No,No,No,Yes,No,No,No,"(30.231110002594502, -97.690775595108093)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/05/2012,10,10/05/2022,03/29/2010,10/03/2012,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2309444675344, -97.6905547677882)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,02/13/2015,10,02/13/2025,03/29/2010,02/11/2015,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230401264492802, -97.690387859024)"
Frontier at Montana,Undisclosed,American Youthworks,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,06/22/2012,10,06/22/2022,03/29/2010,12/21/2011,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230284250105299, -97.690376523184597)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/27/2007,10,02/27/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2279782414214, -97.692431541567998)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/22/2008,10,02/22/2018,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228146709831599, -97.692641389680901)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/27/2007,10,02/27/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228305620098801, -97.692847889158301)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/28/2007,10,02/28/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228747717423801, -97.693162949878598)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,11/20/2007,10,11/20/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228814145466, -97.692434877875002)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/27/2007,10,02/27/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228166580597001, -97.692073812935803)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/27/2007,10,02/27/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228604562011601, -97.691578383260804)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/06/2007,10,06/06/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228664303043299, -97.692057287443902)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/03/2007,10,08/03/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2284851627142, -97.692247566538299)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,05/23/2007,10,05/23/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228927328758299, -97.691384268787303)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/20/2007,10,07/20/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2294446158167, -97.692441772923701)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/28/2007,10,12/28/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2299329645037, -97.691709281195301)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/05/2007,10,10/05/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230166795283001, -97.691721034203795)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/22/2008,10,02/22/2018,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230061213642799, -97.691193238173895)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,04/29/2008,10,04/29/2018,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230334257617798, -97.690811358830203)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/19/2017,10,10/19/2027,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2307437676543, -97.690923743625106)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,,12/28/2007,10,12/28/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.229565618596901, -97.691650249954293)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/28/2007,10,12/28/2017,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2295808782054, -97.691066004006302)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,05/21/2008,10,05/21/2018,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230685788949799, -97.690409148941995)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,02/22/2008,10,02/22/2018,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.231110002594502, -97.690775595108093)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/31/2009,10,07/31/2019,,,,,0,0,0,0,0,1,0,0,$265000.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228230756932199, -97.692737244936495)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/22/2008,10,07/22/2018,,,,,0,0,0,0,0,1,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228523502904402, -97.693310814212595)"
